Camel Project ID,Type,Assignee,Reporter,Affected Versions,Fix Versions,Created Date,Created Epoch,Updated Date,Resolution Date,Description,Comments
21673,Task,Thomas Cunningham,Thomas Cunningham,None,4.10.0,2025-01-28T21:06:07+0000,1738098367,2025-01-30T08:38:33+0000,2025-01-30T08:38:33+0000,"OpenScanHub tool notes missing stream closes in :
components-starter/camel-platform-http-starter/src/main/java/org/apache/camel/component/platform/http/springboot/SpringBootPlatformHttpBinding.java - line 148, resource stream
tooling/camel-spring-boot-generator-maven-plugin/src/main/java/org/apache/camel/springboot/maven/SpringBootAutoConfigurationMojo.java - line 1930 - resource is
tooling/camel-spring-boot-generator-maven-plugin/src/main/java/org/apache/camel/springboot/maven/SpringBootStarterMojo.java - line 120 getResourceAsStream
tooling/camel-spring-boot-generator-maven-plugin/src/main/java/org/apache/camel/springboot/maven/SpringBootStarterMojo.java - line 236 getResourceAsStream
core/camel-spring-boot/src/main/java/org/apache/camel/spring/boot/routecontroller/SupervisingRouteControllerAutoConfiguration.java - getBackOffMaxDelay wrong getter",No comments found
21672,Bug,James Netherton,James Netherton,None,4.10.0,2025-01-28T15:02:50+0000,1738076570,2025-01-29T08:07:58+0000,2025-01-29T08:07:58+0000,"If you try to configure an azure-servicebus endpoint and provide a custom client via the processorClient option, then you get a failure stating that no connectionString URI option was provided.
Seems ServiceBusConsumer will always create its own client:
https://github.com/apache/camel/blob/236adb6b0cc87d4627bb1d9f0e5d8a667919746e/components/camel-azure/camel-azure-servicebus/src/main/java/org/apache/camel/component/azure/servicebus/ServiceBusConsumer.java#L56-L62",No comments found
21671,Bug,Unassigned,Soheila Esmaeili,4.8.0,None,2025-01-28T12:37:33+0000,1738067853,2025-01-28T13:28:50+0000,,"We are currently facing an issue with a Camel route that uses a splitter with parallelProcessing. The route includes an asynchronous processor and a delay within the splitter. However, the problem is that the split threads do not wait for the asynchronous process to complete before proceeding further.
Although the max. number of threads for split processing is set to 2, we have no control over thread usage due to the async processor. In Camel 3.14 and Camel 4.8, the 2 threads will forward the message to the async processor, then continue with the next 2 split parts, which are also handed over to another thread pool and so on. This can lead to hundreds of parallel threads performing the operations defined within the split-block. If these operations are long-running and memory-intensive, this can lead to further problems. In the older (unmaintained – 2.x) Camel version, this was not the case. Although the threads changed due to the async processor, the “split-related threads” were in a blocking/waiting state (I assume). At least there was no “unbounded” upscaling in the number of threads.
Could you please confirm if this is a known issue or if there are specific configurations needed in newer Camel versions to achieve the expected behavior?
A simplified unit test can be found in the appendix.
Result in Camel 2.24:
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #1 - Split
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-1
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-2
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #1 - Split
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-1
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-2
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #1 - Split
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-2
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-1
Before AsyncProcessor - Thread: Camel (camel-1) thread #1 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-2
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-1
Before AsyncProcessor - Thread: Camel (camel-1) thread #1 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-2
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-1
Result in 3.14 and 4.8:
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #3 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #3 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #2 - Split
Before AsyncProcessor - Thread: Camel (camel-1) thread #3 - Split
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-6
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-3
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-5
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-10
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-8
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-2
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-9
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-7
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-1
After AsyncProcessor - Thread: ForkJoinPool.commonPool-worker-4",No comments found
21670,New Feature,Pasquale Congiusti,Pasquale Congiusti,None,4.11.0,2025-01-28T12:05:38+0000,1738065938,2025-02-24T12:02:17+0000,2025-02-24T12:02:17+0000,Develop a new component as described in the Camel tracing design specification. In the first iteration we can just include the abstract component development.,No comments found
21669,Improvement,Unassigned,Christoph Deppisch,None,4.x,2025-01-28T12:03:31+0000,1738065811,2025-01-28T13:31:53+0000,,"The Camel JBang Kubernetes plugin has hit some regressions recently. The unit tests of the plugin are disabled right now, mainly because they have the requirement to access Kubernetes/Docker on the host machine. This is quite resource consuming and limits the test execution on some environments. This is why the tests are restricted to manual execution right now.
We should improve the unit tests to work with only lightweight infrastructure (e.g. using the fabric8 Kubenretes mock server and Jib) so we can run the tests also on hosts without any Kubernetes or Docker installed.
Also the tests have shown some flakiness in the past that needs to be fixed. As soon as we have some stable tests that do not require Kubernetes or Docker on the host we can (re)enable the unit tests (maybe limited to nightly execution) to ensure the stability of the plugin and avoid introducing too many regressions.",No comments found
21668,Bug,Marco Carletti,Marco Carletti,4.10.0,4.10.0,2025-01-28T09:49:07+0000,1738057747,2025-01-29T06:07:54+0000,2025-01-29T06:07:54+0000,"the error will be
the same command works with Camel Jbang 4.9.0",No comments found
21667,New Feature,Unassigned,Felix Huisinga,None,4.x,2025-01-28T08:39:50+0000,1738053590,2025-01-28T10:09:27+0000,,"Proposal: In order to use the new Spring Hot-Reload for the SSL context, we need to be able to use SSL bundle and also use the updated one after reloading in http component.
Spring Docs: https://spring.io/blog/2023/11/07/ssl-hot-reload-in-spring-boot-3-2-0",No comments found
21666,Task,Marco Carletti,Claus Ibsen,4.10.0,4.10.0,2025-01-28T08:25:28+0000,1738052728,2025-01-28T12:58:07+0000,2025-01-28T12:58:07+0000,"[INFO] — failsafe:3.5.2:integration-test (integration-test) @ camel-test-infra-cli —
[INFO] Using auto detected provider org.apache.maven.surefire.junitplatform.JUnitPlatformProvider
[INFO]
[INFO] -------------------------------------------------------
[INFO]  T E S T S
[INFO] -------------------------------------------------------
[INFO] Running org.apache.camel.test.infra.cli.it.CliConfigITCase
[INFO] o.testcontainers.images.PullPolicy.defaultPolicy - Image pull policy will be performed by: DefaultPullPolicy()
[INFO] o.t.utility.ImageNameSubstitutor.instance - Image name substitution will be performed by: DefaultImageNameSubstitutor (composite of 'ConfigurationFileImageNameSubstitutor' and 'PrefixingImageNameSubstitutor')
[INFO] o.a.c.t.i.c.s.CliLocalContainerService.initialize - Trying to start the camel-cli container
[INFO] o.testcontainers.DockerClientFactory.getOrInitializeStrategy - Testcontainers version: 1.20.4
[INFO] o.t.d.DockerClientProviderStrategy.lambda$loadConfiguredStrategy$9 - Loaded org.testcontainers.dockerclient.UnixSocketClientProviderStrategy from ~/.testcontainers.properties, will try it first
[INFO] o.t.d.DockerClientProviderStrategy.tryOutStrategy - Found Docker environment with local Unix socket (unix:///var/run/docker.sock)
[INFO] o.testcontainers.DockerClientFactory.client - Docker host IP address is localhost
[INFO] o.testcontainers.DockerClientFactory.client - Connected to docker:
  Server Version: 27.4.0
  API Version: 1.47
  Operating System: Docker Desktop
  Total Memory: 7937 MB
  Labels:",No comments found
21665,Bug,Christoph Deppisch,Bruno Meseguer,4.9.0,4.10.0,2025-01-27T19:25:25+0000,1738005925,2025-01-28T08:44:15+0000,2025-01-28T08:44:15+0000,"Deploying an integration with version 4.9.0 in an OpenShift environment works.
(Tested in the Developer Sandbox)
However, when running the `delete` command, it seems to fail, as per the following logs:
The openshift.yml does exist",No comments found
21664,Task,Otavio Rodolfo Piske,Otavio Rodolfo Piske,"4.8.3,4.9.0","4.8.4,4.10.0",2025-01-27T13:54:23+0000,1737986063,2025-01-28T12:53:52+0000,2025-01-28T12:53:52+0000,"When recording the metadata, the body will be either an Exchange or a Message, but not both. Therefore, trying to match both may incur in a JVM's secondary super's cache miss, potentially affecting performance.",No comments found
21663,Task,Otavio Rodolfo Piske,Otavio Rodolfo Piske,"4.8.3,4.9.0","4.8.4,4.10.0",2025-01-27T13:28:07+0000,1737984487,2025-01-28T12:53:56+0000,2025-01-28T12:53:56+0000,"Lack of a null check here, makes the rather inexpressive ""getJMSCorrelationID"" quite slow as the JMS client can return null, causing the string initialization to throw an NPE.",No comments found
21662,Bug,Grzegorz Grzybek,Mikael Koskinen,"4.9.0,4.10.0","4.8.4,4.10.1,4.11.0",2025-01-27T12:03:18+0000,1737979398,2025-02-19T10:25:27+0000,2025-02-19T10:25:27+0000,"I'm trying to run a simple Camel integration using Camel JBang ""run"" command with ""runtime"" -option set to either springboot or to quarkus. It fails with a error that make it sound like that maybe it is a Windows specific problem?
Camel Main runtime works:",No comments found
21661,Improvement,Claus Ibsen,Jonas Nilsson,4.8.3,"4.8.4,4.10.0",2025-01-27T09:51:48+0000,1737971508,2025-02-01T10:21:57+0000,2025-02-01T10:21:57+0000,"Details in Zulip: https://camel.zulipchat.com/#narrow/channel/257298-camel/topic/WARN.20log.20in.20camel-micrometer.204.2E8.2E3.3F
Simple test route:
Logging from first file (one WARN then DEBUG)
Second file and beyond:
I suspect this is not due to a change in camel-micrometer, or rather, that this ""bug"" has been there all the time.
But that Micrometer started to log this warning in the latest version, introduced in this commit: https://github.com/micrometer-metrics/micrometer/commit/12d30723e6baff46a97b1b364e3085adbed543ee
I see that Camel 4.4.4 is using 1.12.10 of io.micrometer packages, and Camel 4.8.3 is using 1.13.9 where this new warning was added.
I'm not super knowledgeable about Camel source code and how everything works behind the scenes, but I suspect it could be this ExchangeEvent handler that are trying to register the gauage over and over again? (and that this should only be done once, and then the value should be updated instead?): https://github.com/apache/camel/blob/main/components/camel-micrometer/src/main/java/org/apache/camel/component/micrometer/eventnotifier/MicrometerExchangeEventNotifier.java#L143",No comments found
21660,Improvement,Claus Ibsen,Claus Ibsen,None,4.10.0,2025-01-27T08:34:34+0000,1737966874,2025-01-27T13:39:03+0000,2025-01-27T13:39:03+0000,So you can use kamelet sources and turn on bridgeErrorHandler=true just as you can from regular components.,No comments found
